rank,Net Worth ($B),Age,Country of Residence,City of Residence,Source,Industries,Origin Country,Self Made,Gender,Surname,First Name,Birth Year,Residence Country CPI Inflation Percentage,Residence Country GDP,Residence Country Tertiary Education Enrollment Percentage,Country of Residence Life Expectancy,Country of Residence Population
2405,1.1,66,Germany,Rottendorf,Fashion retail,Fashion & Retail,Germany,True,M,Freier,Bernd,1957,12.8%,3845630030824,70.2%,80.9,83132799
2405,1.1,82,United States,Los Angeles,Manufacturing,Manufacturing,United States,True,M,Friese,Donald,1940,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,74,China,Beijing,Pharmaceuticals,Healthcare,China,True,M,Gan,Zhongru,1948,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,70,India,Delhi,Mattresses,Fashion & Retail,India,False,M,Gautam,Rahul,1952,80.4%,2611000000000,28.1%,69.4,1366417754
2405,1.1,60,United States,New York,Private equity,Finance & Investments,United States,True,M,Golub,David,1962,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,47,Russia,Moscow,"Building, development",Real Estate,Russia,True,M,Golubkov,Pavel,1976,80.8%,1699876578871,81.9%,72.7,144373535
2405,1.1,65,United Kingdom,London,Fashion retail,Fashion & Retail,United Kingdom,True,F,Green,Cristina,1957,19.6%,2827113184696,60.0%,81.3,66834405
2405,1.1,65,United Kingdom,London,Fashion retail,Fashion & Retail,United Kingdom,True,M,Green,Philip,1957,19.6%,2827113184696,60.0%,81.3,66834405
2405,1.1,34,United Kingdom,London,"Retail, investments",Energy,Russia,False,M,Gutseriev,Said,1988,19.6%,2827113184696,60.0%,81.3,66834405
2405,1.1,57,China,Kunming,Pig breeding,Food & Beverage,China,True,M,He,Zuxun,1965,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,65,Germany,Hamburg,Coffee,Finance & Investments,Germany,False,M,Herz,Christian,1957,12.8%,3845630030824,70.2%,80.9,83132799
2405,1.1,65,Germany,Hamburg,Coffee,Finance & Investments,Germany,False,F,Herz,Michaela,1957,12.8%,3845630030824,70.2%,80.9,83132799
2405,1.1,78,United States,Seattle,Software,Technology,United States,True,M,Hindawi,David,1944,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,52,China,Shenzhen,Software,Technology,China,True,M,Huang,Shan,1970,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,61,China,Shenzhen,Printed circuit boards,Technology,China,True,F,Huang,Xiaofen,1962,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,76,Japan,Tokyo,Tires,Automotive,Japan,False,M,Ishibashi,Hiroshi,1946,5.5%,5081769542380,63.2%,84.2,126226568
2405,1.1,74,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,False,M,Ishihara,Masayuki,1948,5.5%,5081769542380,63.2%,84.2,126226568
2405,1.1,71,Thailand,Bangkok,Auto loans,Finance & Investments,Thailand,True,M,Kaewbootta,Chatchai,1951,13.3%,543649976166,49.3%,76.9,69625582
2405,1.1,36,India,Bangalore,Financial services,Finance & Investments,India,True,M,Kamath,Nikhil,1986,80.4%,2611000000000,28.1%,69.4,1366417754
2405,1.1,57,United Kingdom,London,IKEA,Finance & Investments,Sweden,False,M,Kamprad,Jonas,1966,19.6%,2827113184696,60.0%,81.3,66834405
2405,1.1,53,United Kingdom,London,IKEA,Finance & Investments,Sweden,False,M,Kamprad,Mathias,1969,19.6%,2827113184696,60.0%,81.3,66834405
2405,1.1,59,Belgium,Tervuren,IKEA,Finance & Investments,Sweden,False,M,Kamprad,Peter,1964,17.1%,529606710418,79.7%,81.6,11484055
2405,1.1,66,Japan,Kobe,Waste management,Service,Japan,True,M,Kaneko,Fumio,1956,5.5%,5081769542380,63.2%,84.2,126226568
2405,1.1,51,India,Delhi,Auto parts,Automotive,United States,False,M,Kapur,Sunjay,1971,80.4%,2611000000000,28.1%,69.4,1366417754
2405,1.1,88,Turkey,Istanbul,Energy,Energy,Turkey,True,M,Kazanci,Ali Metin,1934,134.4%,754411708203,23.9%,77.4,83429615
2405,1.1,60,China,Guangzhou,Retailing,Healthcare,China,True,M,Ke,Kangbao,1963,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,58,Switzerland,Zurich,Sports data,Sports,Germany,True,M,Koerl,Carsten,1964,-0.5%,703082435360,59.6%,83.6,8574832
2405,1.1,64,South Korea,Seoul,LG,Technology,South Korea,False,M,Koo,Bon-sik,1958,15.2%,2029000000000,94.3%,82.6,51709098
2405,1.1,62,Russia,Moscow,Banking,Energy,Russia,True,M,Kosogov,Andrei,1961,80.8%,1699876578871,81.9%,72.7,144373535
2405,1.1,74,India,Mumbai,Specialty chemicals,Manufacturing,India,True,M,Kothari,Yogesh,1949,80.4%,2611000000000,28.1%,69.4,1366417754
2405,1.1,73,India,Delhi,Medical diagnostics,Healthcare,India,False,M,Lal,Arvind,1949,80.4%,2611000000000,28.1%,69.4,1366417754
2405,1.1,78,Spain,Matadepera,Casinos,Gambling & Casinos,Spain,True,M,Lao Hernández,Manuel,1944,11.0%,1394116310769,88.9%,83.3,47076781
2405,1.1,82,South Korea,Seoul,"Construction, real estate",Construction & Engineering,South Korea,True,M,Lee,Joong-keun,1941,15.2%,2029000000000,94.3%,82.6,51709098
2405,1.1,62,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,False,F,Lerner,Nancy,1960,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,87,United States,Cleveland,Banking,Finance & Investments,United States,False,F,Lerner,Norma,1936,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,61,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,False,M,Lerner,Randolph,1962,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,47,China,Xiamen,Medical devices,Healthcare,China,True,M,Lin,Zhijun,1975,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,49,China,Xiamen,Medical devices,Healthcare,China,True,M,Lin,Zhixiong,1973,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,68,United States,Chattanooga,Flooring,Manufacturing,United States,False,M,Lorberbaum,Jeffrey,1954,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,52,China,Xiamen,Telecommunication,Telecom,China,True,M,Lu,Rongfu,1971,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,60,China,Shanghai,Cosmetics,Fashion & Retail,China,True,M,Lyu,Yixiong,1963,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,46,Japan,Tokyo,Internet and software,Technology,Japan,True,M,Minami,Soichiro,1976,5.5%,5081769542380,63.2%,84.2,126226568
2405,1.1,68,India,Delhi,Two wheelers,Automotive,India,False,M,Munjal,Pawan,1954,80.4%,2611000000000,28.1%,69.4,1366417754
2405,1.1,68,India,Delhi,Two wheelers,Automotive,India,False,F,Munjal,Renu,1955,80.4%,2611000000000,28.1%,69.4,1366417754
2405,1.1,70,India,Delhi,Motorcycles,Automotive,India,False,M,Munjal,Suman,1953,80.4%,2611000000000,28.1%,69.4,1366417754
2405,1.1,56,Russia,Kemerovo,Coal,Energy,Russia,True,M,Nikolaev,Dmitry ,1966,80.8%,1699876578871,81.9%,72.7,144373535
2405,1.1,81,Singapore,Singapore,"Tires, retail",Automotive,Indonesia,False,M,Nursalim,Sjamsul,1942,14.4%,372062527489,84.8%,83.1,5703569
2405,1.1,54,Romania,Bacau,Retail,Fashion & Retail,Romania,True,M,Paval,Adrian,1968,23.8%,250077444017,49.4%,75.4,19356544
2405,1.1,69,Italy,Bergamo,"Real estate, diversified",Diversified,Italy,True,M,Percassi,Antonio,1953,10.6%,2001244392042,61.9%,82.9,60297396
2405,1.1,50,United States,Lutherville-Timonium,Under Armour,Fashion & Retail,United States,True,M,Plank,Kevin,1972,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,62,India,Hyderabad,Pharmaceuticals,Healthcare,India,False,M,Prasad,G.V.,1960,80.4%,2611000000000,28.1%,69.4,1366417754
2405,1.1,60,China,Beijing,Medical equipment,Healthcare,China,True,M,Pu,Zhongjie,1963,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,58,China,Shenzhen,Pharmaceuticals,Healthcare,China,True,M,Rao,Wei,1964,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,76,Spain,Madrid,Security services,Service,Spain,False,F,Revoredo,Helena,1947,11.0%,1394116310769,88.9%,83.3,47076781
2405,1.1,50,United States,Chicago,Cryptocurrency,Finance & Investments,United States,True,M,Roszak,Matthew,1972,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,42,United States,San Francisco,Pinterest,Technology,United States,True,M,Sciarra,Paul,1981,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,53,India,Mumbai,Finance,Finance & Investments,India,False,M,Sharma,Rajesh,1970,80.4%,2611000000000,28.1%,69.4,1366417754
2405,1.1,58,United States,Gallatin,Solar systems,Energy,United States,True,M,Solon,Dean,1965,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,67,United Kingdom,"London, Suffolk",Stock exchange,Finance & Investments,United Kingdom,True,M,Spencer,Michael,1955,19.6%,2827113184696,60.0%,81.3,66834405
2405,1.1,79,United States,New York,Investments,Finance & Investments,United States,True,M,Steinberg,Joseph,1944,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,41,United States,Jackson,Liquor,Food & Beverage,United States,False,M,Stern,Zachary,1982,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,73,Australia,Melbourne,Toys,Manufacturing,Australia,True,M,Stul,Manny,1949,19.8%,1392680589329,113.1%,82.7,25766605
2405,1.1,49,China,Shanghai,Semiconductors,Technology,China,True,M,Sun,Hongjun,1973,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,59,China,Yantai,Oilfield equipment,Manufacturing,China,True,M,Sun,Weijie,1963,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,61,United States,Las Vegas,Semiconductors,Technology,United States,True,M,Sutardja,Sehat,1961,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,45,Singapore,Singapore,gaming,Media & Entertainment,Singapore,True,M,Tan,Min-Liang,1977,14.4%,372062527489,84.8%,83.1,5703569
2405,1.1,52,Malaysia,Selangor,Retail,Fashion & Retail,Malaysia,True,M,Tan,Yu Yeh,1971,21.5%,364701517788,45.1%,76.0,32447385
2405,1.1,77,China,Changzhou,Auto parts,Automotive,China,True,M,Tang,Aoqi,1945,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,51,Thailand,Bangkok,"Wire & cables, paints",Manufacturing,Thailand,False,M,Tangkaravakoon,Vonnarat,1971,13.3%,543649976166,49.3%,76.9,69625582
2405,1.1,58,China,Dongguan,Manufacturing,Manufacturing,China,True,M,Tung,Ching Sai,1965,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,59,Israel,Tel Aviv,Search engine,Technology,Russia,True,M,Volozh,Arkady,1964,8.2%,395098666122,63.4%,82.8,9053300
2405,1.1,71,Germany,Starnberg,Chemicals,Manufacturing,Germany,False,M,Wacker,Peter-Alexander,1951,12.8%,3845630030824,70.2%,80.9,83132799
2405,1.1,82,China,Luohe,Food,Food & Beverage,China,True,M,Wan,Long,1940,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,35,China,Shanghai,Airline,Diversified,China,False,M,Wang,Han,1987,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,46,Sweden,Karlstad,Video games,Media & Entertainment,Sweden,True,M,Wingefors,Lars,1977,10.5%,530832908738,67.0%,82.5,10285453
2405,1.1,47,United States,Jupiter Island,Golf,Sports,United States,True,M,Woods,Tiger,1975,17.2%,21427700000000,88.2%,78.5,328239523
2405,1.1,81,Germany,Detmold,Footwear,Fashion & Retail,Germany,True,M,Wortmann,Horst,1941,12.8%,3845630030824,70.2%,80.9,83132799
2405,1.1,53,China,Xiamen,Electronics,Telecom,Hong Kong,True,M,Wu,Kaiting,1969,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,54,China,Beijing,Consumer,Food & Beverage,China,True,M,Wu,Xiangdong,1969,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,68,China,Tonghua,Pharmaceuticals,Healthcare,China,True,M,Xiu,Laigui,1954,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,61,China,Leping,Vitamins,Healthcare,China,True,M,Xu,Jiangnan,1962,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,72,China,Nantong,Cable,Telecom,China,True,M,Xue,Jiping,1951,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,83,Singapore,Singapore,Manufacturing,Manufacturing,Singapore,True,M,Yao,Hsiao Tung,1940,14.4%,372062527489,84.8%,83.1,5703569
2405,1.1,68,China,Hangzhou,Software,Technology,China,True,F,Ye,Qiongjiu,1954,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,53,China,Foshan,Soy sauce,Food & Beverage,China,True,M,Ye,Yanqiao,1969,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,51,China,Shaoxing,"Tourism, cultural industry",Media & Entertainment,China,True,M,Yu,Faxiang,1971,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,40,China,Yongzhou,Aluminium,Metals & Mining,China,False,M,Zeng,Chaolin,1982,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,58,China,Linhai,Building materials,Construction & Engineering,China,True,M,Zhang,Kapeng,1965,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,51,China,Fuzhou,Supermarkets,Fashion & Retail,China,True,M,Zhang,Xuansong,1971,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,48,China,Changsha,Snacks,Food & Beverage,China,True,M,Zhang,Xuewu,1974,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,50,China,Beijing,Semiconductors,Technology,China,True,M,Zhu,Yiming,1972,25.1%,19910000000000,50.6%,77.0,1397715000
2405,1.1,49,China,Shenzhen,Smartphones,Manufacturing,China,True,M,Zhu,Zhaojiang,1974,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,68,India,Delhi,Snacks,Food & Beverage,India,False,M,Agarwal,Manohar Lal,1954,80.4%,2611000000000,28.1%,69.4,1366417754
2540,1.0,44,United Kingdom,London,Investments,Finance & Investments,Germany,True,M,Angermayer,Christian,1978,19.6%,2827113184696,60.0%,81.3,66834405
2540,1.0,76,Japan,Tokyo,Retail,Fashion & Retail,Japan,True,M,Arai,Ryuji,1946,5.5%,5081769542380,63.2%,84.2,126226568
2540,1.0,44,Germany,Melsungen,Medical technology,Healthcare,Germany,False,F,Braun,Anna Maria,1979,12.8%,3845630030824,70.2%,80.9,83132799
2540,1.0,43,Germany,Melsungen,Medical technology,Healthcare,Germany,False,F,Braun,Johanna,1980,12.8%,3845630030824,70.2%,80.9,83132799
2540,1.0,40,Germany,Melsungen,Medical technology,Healthcare,Germany,False,M,Braun,Karl Friedrich,1983,12.8%,3845630030824,70.2%,80.9,83132799
2540,1.0,33,Germany,Melsungen,Medical technology,Healthcare,Germany,False,M,Braun,Ludwig Theodor,1990,12.8%,3845630030824,70.2%,80.9,83132799
2540,1.0,98,Peru,Lima,"Mining, banking",Diversified,Peru,False,F,Brescia Cafferata,Ana Maria,1924,29.8%,226848050820,70.7%,76.5,32510453
2540,1.0,76,United States,Palm Beach,"Entertainment, Margaritaville",Media & Entertainment,United States,True,M,Buffett,Jimmy,1946,17.2%,21427700000000,88.2%,78.5,328239523
2540,1.0,70,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,False,M,Busujima,Hideyuki,1952,5.5%,5081769542380,63.2%,84.2,126226568
2540,1.0,75,France,Paris,Asset management,Finance & Investments,France,True,M,Carmignac,Edouard,1947,10.0%,2715518274227,65.6%,82.5,67059887
2540,1.0,64,China,Shangyu,Manufacturing,Manufacturing,China,True,M,Chen,Jiancheng,1959,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,45,China,Shanghai,Online entertainment,Media & Entertainment,China,True,M,Chen,Rui,1978,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,59,China,Tongxiang,Polyester,Manufacturing,China,True,M,Chen,Shiliang,1963,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,49,United States,Atherton,Online games,Technology,China,True,M,Chen,Tianqiao,1973,17.2%,21427700000000,88.2%,78.5,328239523
2540,1.0,55,China,Ningde,Batteries,Energy,China,True,M,Chen,Yuantai,1968,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,72,India,Kochi,Electrical appliances,Manufacturing,India,True,M,Chittilappilly,Kochouseph,1950,80.4%,2611000000000,28.1%,69.4,1366417754
2540,1.0,67,Turkey,Istanbul,Diversified,Diversified,Turkey,True,M,Ciner,Turgay,1956,134.4%,754411708203,23.9%,77.4,83429615
2540,1.0,56,United States,San Carlos,Software,Technology,United States,True,M,Dageville,Benoit,1966,17.2%,21427700000000,88.2%,78.5,328239523
2540,1.0,50,China,Guangzhou,Software,Technology,China,True,M,Du,Yulin,1972,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,58,China,Beijing,Pharmaceuticals,Healthcare,China,True,F,Feng,Yuxia,1964,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,68,Denmark,Copenhagen,Medical devices,Healthcare,Denmark,False,F,Find,Benedicte,1954,10.3%,348078018464,80.6%,81.0,5818553
2540,1.0,66,United States,San Francisco,Gap,Fashion & Retail,United States,False,M,Fisher,William,1957,17.2%,21427700000000,88.2%,78.5,328239523
2540,1.0,56,China,Shenzhen,Industrial lasers,Manufacturing,China,True,M,Gao,Yunfeng,1967,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,60,China,Langfang,Real estate,Real Estate,China,True,M,Geng,Jianming,1962,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,79,Sweden,Stockholm,Financial services,Finance & Investments,Sweden,True,M,Hagströmer,Sven,1943,10.5%,530832908738,67.0%,82.5,10285453
2540,1.0,55,China,Wuxi,Machinery,Manufacturing,China,True,F,Hang,Hong,1968,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,66,China,Chengdu,Manufacturing,Manufacturing,China,True,M,He,Yamin,1957,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,79,Indonesia,Jakarta,Coal,Energy,Indonesia,False,F,Hiang,Ghan Djoe,1943,51.2%,1119190780753,36.3%,71.5,270203917
2540,1.0,46,China,Beijing,Smartphones,Technology,China,True,M,Hong,Feng,1977,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,70,South Korea,Seoul,Convenience stores,Fashion & Retail,South Korea,False,M,Hong,Seok-joh,1953,15.2%,2029000000000,94.3%,82.6,51709098
2540,1.0,59,China,Shanghai,Bio-Pharma,Healthcare,China,True,M,Hu,Gengxi,1964,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,45,Italy,Rome,Online universities,Technology,Italy,True,M,Iervolino,Danilo,1978,10.6%,2001244392042,61.9%,82.9,60297396
2540,1.0,68,Germany,Dusseldorf,Investments,Finance & Investments,Germany,True,F,im Brahm-Droege,Hedda,1955,12.8%,3845630030824,70.2%,80.9,83132799
2540,1.0,70,India,Mumbai,Cables & wires,Manufacturing,India,True,M,Jaisinghani,Inder ,1953,80.4%,2611000000000,28.1%,69.4,1366417754
2540,1.0,38,United States,Los Angeles,Basketball,Sports,United States,True,M,James,LeBron,1984,17.2%,21427700000000,88.2%,78.5,328239523
2540,1.0,56,Norway,Oslo,Grocery stores,Fashion & Retail,Norway,False,M,Johannson,Johan,1967,20.3%,403336363636,82.0%,82.8,5347896
2540,1.0,93,Israel,Beit Yanay,Software,Technology,Israel,True,M,Kahn,Morris,1930,8.2%,395098666122,63.4%,82.8,9053300
2540,1.0,75,India,Delhi,Tiles,Manufacturing,India,True,M,Kajaria,Ashok,1947,80.4%,2611000000000,28.1%,69.4,1366417754
2540,1.0,53,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,True,M,Kalim,Marcelo,1969,67.4%,1839758040766,51.3%,75.7,212559417
2540,1.0,79,United States,Paradise Valley,"Banking, sports team",Sports,United States,True,M,Kendrick,Ken,1943,17.2%,21427700000000,88.2%,78.5,328239523
2540,1.0,53,United States,Chicago,"Software, investments",Technology,United States,True,M,Keywell,Brad,1969,17.2%,21427700000000,88.2%,78.5,328239523
2540,1.0,68,Singapore,Singapore,Power,Energy,Bangladesh,True,M,Khan,Muhammed Aziz,1955,14.4%,372062527489,84.8%,83.1,5703569
2540,1.0,48,South Korea,Seoul,Cosmetics,Fashion & Retail,South Korea,True,M,Kim,Jung-woong,1975,15.2%,2029000000000,94.3%,82.6,51709098
2540,1.0,60,Ukraine,Kiev,"Banking, investments",Diversified,Israel,True,M,Kolomoyskyy,Ihor,1963,181.7%,153781069118,82.7%,71.6,44385155
2540,1.0,55,China,Guangzhou,Real estate,Real Estate,China,True,M,Kong,Jian Min,1968,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,74,South Korea,Seoul,Electronics,Manufacturing,South Korea,False,M,Koo,Bon-neung,1949,15.2%,2029000000000,94.3%,82.6,51709098
2540,1.0,78,Singapore,Singapore,Hotels,Real Estate,Singapore,True,M,Kum,Michael,1945,14.4%,372062527489,84.8%,83.1,5703569
2540,1.0,82,United States,Palm Beach,Real estate,Real Estate,United States,True,M,Kurtz,Richard,1940,17.2%,21427700000000,88.2%,78.5,328239523
2540,1.0,57,Russia,Moscow,Cement,Finance & Investments,Russia,True,M,Kvetnoi,Lev,1965,80.8%,1699876578871,81.9%,72.7,144373535
2540,1.0,73,South Africa,Stellenbosch,Banking,Finance & Investments,South Africa,True,M,Le Roux,Michiel,1949,58.9%,351431649241,22.4%,63.9,58558270
2540,1.0,45,China,Beijing,Smartphones,Technology,China,True,M,Li,Wanqiang,1977,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,69,China,Wuhan,Pharmacies,Fashion & Retail,China,True,M,Liu,Baolin,1953,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,74,Singapore,Singapore,Healthcare,Healthcare,Singapore,True,M,Loo,Choon Yong,1949,14.4%,372062527489,84.8%,83.1,5703569
2540,1.0,59,China,Shanghai,Electronics,Technology,China,True,M,Lu,Yonghua,1963,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,52,China,Shanghai,LED lighting,Manufacturing,China,True,F,Ma,Xiuhui,1971,25.1%,19910000000000,50.6%,77.0,1397715000
2540,1.0,36,United States,San Francisco,Grocery delivery service,Technology,Canada,True,M,Mehta,Apoorva,1986,17.2%,21427700000000,88.2%,78.5,328239523
2540,1.0,65,Germany,Landsberg am Lech,Appliances,Manufacturing,Germany,False,F,Meister,Gabriella,1957,12.8%,3845630030824,70.2%,80.9,83132799
2540,1.0,56,Germany,Landsberg,Appliances,Manufacturing,Germany,False,F,Meister,Ulrike,1967,12.8%,3845630030824,70.2%,80.9,83132799
2540,1.0,51,Russia,Moscow,Construction materials,Construction & Engineering,Russia,True,M,Molchanov,Andrei,1971,80.8%,1699876578871,81.9%,72.7,144373535
2540,1.0,78,Italy,Reggio Emilia,Hydraulic pumps,Manufacturing,Italy,True,M,Montipò,Fulvio,1944,10.6%,2001244392042,61.9%,82.9,60297396
2540,1.0,53,United States,Atlanta,"Movies, television",Media & Entertainment,United States,True,M,Perry,Tyler,1969,17.2%,21427700000000,88.2%,78.5,328239523
2540,1.0,65,Canada,Westmount,Convenience stores,Fashion & Retail,Canada,True,M,Plourde,Réal,1957,16.8%,1736425629520,68.9%,81.9,36991981
